38,3,125933,0,14,5,7,1,1,40,1
43,4,56920,9,9,5,0,1,1,60,0
27,2,163127,3,11,5,12,4,0,35,0
20,2,34310,13,10,6,4,0,1,20,0
49,2,81973,13,10,5,0,1,1,40,1
61,6,66614,9,9,5,0,1,1,40,0
27,2,232782,13,10,6,4,0,0,40,0
19,2,316868,13,10,6,5,0,1,30,0
45,2,196584,3,11,6,7,2,0,40,1
70,2,105376,13,10,6,13,3,1,40,0
31,2,185814,9,9,6,1,5,0,30,0
22,2,175374,13,10,5,5,1,1,24,0
36,2,108293,9,9,4,5,5,0,24,0
64,2,181232,14,7,5,0,1,1,40,0
47,0,186009,13,10,2,12,5,0,38,0
34,2,198183,9,9,6,12,2,0,40,0
33,2,163003,15,13,6,11,3,0,40,0
21,2,296158,9,9,6,0,0,1,35,0
48,2,187715,9,9,5,0,1,1,46,0
23,2,214542,15,13,6,9,2,1,40,0
71,4,494223,13,10,0,4,5,1,2,0
29,2,191535,9,9,2,0,2,1,60,0
42,2,228456,15,13,0,5,3,1,50,0
25,2,252752,9,9,6,5,5,0,40,0
44,6,78374,0,14,2,11,5,0,40,0
28,2,88419,9,9,6,11,2,0,40,0
45,4,201080,0,14,5,4,1,1,40,1
36,2,207157,13,10,2,5,5,0,40,0
39,3,235485,8,12,6,11,2,1,42,0
46,1,102628,0,14,4,10,5,1,40,0
18,2,25828,14,7,6,9,0,1,16,0
66,0,54826,3,11,4,7,2,0,20,0
27,2,124953,9,9,6,5,2,1,40,0
28,1,175325,9,9,5,10,1,1,40,0
51,2,96062,13,10,5,4,1,1,40,1
27,2,428030,15,13,6,0,2,1,50,0
28,1,149624,15,13,5,7,1,1,40,1
27,2,253814,9,9,1,4,5,0,25,0
21,2,312956,9,9,6,0,0,1,40,0
34,2,483777,9,9,6,9,2,1,40,0
18,2,183930,9,9,6,5,0,1,12,0
33,2,37274,15,13,5,7,1,1,65,0
44,0,181344,13,10,5,11,1,1,38,1
43,2,114580,13,10,2,12,2,0,40,0
30,2,633742,13,10,6,0,2,1,45,0
40,2,286370,11,4,5,6,1,1,40,1
37,3,29054,13,10,5,12,1,1,42,1
34,2,304030,9,9,5,12,1,1,40,0
41,4,143129,15,13,2,11,2,0,40,0
31,2,99928,0,14,5,7,4,0,50,0
58,1,109567,6,16,5,7,1,1,1,1
38,2,155222,13,10,2,6,2,0,28,0
24,2,159567,13,10,5,6,1,1,40,0
41,0,523910,15,13,5,0,1,1,40,0
47,2,120939,13,10,5,13,1,1,45,0
41,3,130760,15,13,5,13,1,1,24,0
23,2,197387,1,3,5,1,3,1,40,0
36,2,99374,13,10,2,0,2,1,40,0
40,3,56795,0,14,6,11,2,0,55,1
35,2,138992,0,14,5,7,3,1,40,1
24,4,32921,9,9,6,4,2,1,40,0
26,2,397317,0,14,6,7,2,0,40,0
51,2,259323,15,13,5,11,1,1,50,1
42,0,254817,13,10,6,7,2,0,40,0
37,1,48211,9,9,2,12,5,0,35,0
18,2,140164,14,7,6,4,0,0,40,0
36,2,128757,15,13,5,5,1,1,36,1
35,2,36270,9,9,2,0,2,1,60,0
58,6,210563,9,9,5,4,4,0,35,1
17,2,65368,14,7,6,4,0,0,12,0
44,0,160943,9,9,5,1,1,1,40,0
37,2,208358,9,9,5,0,1,1,40,1
35,2,153790,13,10,6,4,2,0,40,0
60,2,85815,9,9,5,0,1,1,40,0
54,6,125417,11,4,5,6,1,1,40,1
37,2,635913,15,13,6,11,2,1,60,1
50,2,313321,8,12,2,4,2,0,40,0
38,2,182609,15,13,5,4,1,1,50,0
45,2,109434,15,13,5,7,1,1,55,0
25,2,255004,4,6,6,0,2,1,40,0
31,2,197860,13,10,5,9,1,1,40,0
90,2,51744,9,9,6,5,2,1,40,0
54,2,176681,9,9,5,12,1,1,20,0
53,0,140359,7,1,6,6,2,0,35,0
18,2,243313,9,9,6,4,0,0,40,0
66,4,167687,9,9,5,8,1,1,50,0
75,2,314209,3,11,4,12,2,0,20,0
65,2,176796,9,9,2,12,2,0,40,0
35,2,538583,14,7,0,1,2,1,40,0
41,2,130408,9,9,2,4,5,0,38,0
25,2,159732,13,10,6,12,2,1,42,0
33,2,110978,13,10,2,0,3,0,40,0
28,2,76714,12,15,6,7,2,1,55,1
59,1,268700,9,9,5,5,1,1,40,0
40,1,170525,13,10,6,12,2,0,38,0
41,2,180138,15,13,5,11,1,1,50,1
38,0,115076,0,14,5,11,1,1,70,1
23,2,115458,9,9,6,1,0,1,40,0
40,2,347890,15,13,5,7,1,1,40,1
41,4,196001,9,9,5,5,4,0,20,0
24,1,273905,8,12,5,10,1,1,50,0
38,2,179488,13,10,2,0,2,1,40,0
58,2,236596,9,9,5,12,1,1,45,1
32,2,183916,9,9,6,5,2,0,34,0
40,2,207578,8,12,5,13,1,1,60,1
41,2,112763,12,15,5,7,4,0,40,1
42,2,390781,15,13,5,12,4,0,40,0
59,0,171328,4,6,4,5,5,0,30,0
19,0,27382,13,10,6,12,0,1,40,0
58,2,259014,13,10,6,1,2,1,20,0
42,4,303044,9,9,5,8,1,1,40,1
20,2,117789,9,9,6,5,0,0,40,0
32,2,172579,9,9,0,5,2,0,30,0
45,2,187666,3,11,4,11,2,0,45,0
50,2,204518,11,4,2,0,2,1,40,0
36,2,150042,15,13,2,7,0,0,40,0
45,2,98092,9,9,5,4,1,1,60,0
17,2,245918,14,7,6,5,0,1,12,0
59,2,146013,13,10,5,4,1,1,40,0
26,2,378322,14,7,5,0,1,1,40,0
37,6,257295,13,10,5,11,1,1,75,1
64,2,21174,9,9,5,11,1,1,40,1
33,2,185480,15,13,6,7,2,0,45,0
33,2,222205,9,9,5,0,4,0,40,1
61,2,69867,9,9,5,11,1,1,40,1
17,2,191260,10,5,6,5,0,1,24,0
50,4,30653,0,14,5,8,1,1,98,0
27,0,209109,0,14,6,7,0,1,35,0
30,2,70377,9,9,2,7,0,0,40,0
43,2,477983,9,9,5,9,1,1,40,0
44,2,170924,13,10,5,0,1,1,40,1
35,2,190174,13,10,6,11,2,0,40,0
25,2,193787,13,10,6,13,0,0,40,0
24,2,279472,13,10,5,6,4,0,48,1
22,2,34918,15,13,6,7,2,0,15,0
42,0,97688,13,10,5,0,1,1,40,1
34,2,175413,8,12,2,4,5,0,45,0
60,2,173960,15,13,2,7,2,0,42,0
21,2,205759,9,9,6,9,0,1,40,0
57,3,425161,0,14,5,4,1,1,40,1
41,2,220531,12,15,5,7,1,1,60,1
50,2,176609,13,10,2,5,2,1,45,0
25,2,371987,15,13,6,11,2,0,40,0
50,2,193884,11,4,5,0,1,1,40,0
36,2,200352,15,13,5,7,1,1,45,0
31,2,127595,9,9,2,7,2,0,40,0
29,0,220419,15,13,6,10,2,1,56,0
21,2,231931,13,10,6,4,0,1,45,0
27,2,248402,15,13,6,13,5,0,40,0
65,2,111095,9,9,5,1,1,1,16,0
37,6,57424,15,13,2,4,2,0,60,0
24,2,278130,9,9,6,0,0,1,40,0
38,2,169469,9,9,2,4,2,1,80,0
48,2,146268,15,13,5,12,1,1,40,1
21,2,153718,13,10,6,5,2,0,25,0
31,2,217460,9,9,5,1,1,1,45,1
55,2,238638,9,9,5,4,1,1,40,1
24,2,303296,13,10,5,12,4,0,40,0
43,2,173321,9,9,2,12,2,0,40,0
26,2,193945,8,12,6,13,2,1,45,0
46,2,83082,8,12,6,7,2,0,33,0
35,2,193815,8,12,5,12,1,1,40,1
41,6,34987,13,10,5,8,1,1,54,1
26,2,59306,15,13,6,4,2,1,40,0
34,2,142897,0,14,5,11,1,1,35,1
36,4,205607,15,13,2,7,2,0,40,1
22,2,199698,13,10,6,4,0,1,15,0
24,2,191954,13,10,6,6,2,1,40,0
77,4,138714,13,10,5,4,1,1,40,0
22,2,399087,1,3,5,6,3,0,40,0
29,2,423158,13,10,6,13,2,0,40,0
62,2,159841,9,9,4,5,2,0,24,0
39,4,174308,9,9,5,11,1,1,40,0
43,2,50356,13,10,5,0,1,1,50,0
35,2,186110,9,9,2,1,2,1,45,0
29,2,200381,14,7,6,11,2,0,40,0
76,4,174309,0,14,5,0,1,1,10,0
63,4,78383,9,9,5,8,1,1,45,0
43,2,187728,13,10,5,7,4,0,50,1
58,4,321171,9,9,5,9,1,1,40,0
66,2,127921,9,9,6,1,2,1,55,0
41,2,206565,13,10,6,0,2,1,45,0
26,2,224563,15,13,6,12,2,1,40,0
47,2,178686,3,11,6,5,2,1,40,0
55,0,98545,4,6,5,12,1,1,40,0
53,2,242606,9,9,5,1,1,1,40,0
17,2,270942,1,3,6,5,3,1,48,0
30,2,94235,9,9,6,0,3,1,40,0
49,2,71195,0,14,6,7,2,1,60,0
19,2,104112,9,9,6,4,5,1,30,0
45,2,261192,9,9,5,5,1,1,40,0
26,2,94936,8,12,6,4,2,1,40,0
38,2,296478,3,11,5,0,1,1,40,1
36,1,119272,9,9,5,10,1,1,40,1
33,2,85043,9,9,6,8,2,1,20,0
22,1,293364,13,10,6,10,0,0,40,0
43,4,241895,15,13,6,4,2,1,42,0
56,2,101128,8,12,1,5,2,1,25,0
31,2,156464,15,13,6,7,0,1,25,0
33,2,117963,15,13,5,11,1,1,40,1
26,2,192262,9,9,5,5,1,1,40,0
33,2,111363,15,13,5,11,1,1,40,1
46,0,329752,14,7,5,1,1,1,30,0
38,3,95432,9,9,5,12,1,1,40,1
65,2,161400,14,7,4,5,5,1,40,0
40,2,96129,3,11,5,13,1,1,40,1
42,2,111949,9,9,5,12,4,0,35,0
26,4,117125,10,5,5,0,1,1,40,0
36,2,348022,4,6,5,5,4,0,24,0
62,2,270092,0,14,5,7,1,1,40,1
43,2,180609,15,13,5,1,1,1,45,0
43,2,174575,15,13,2,11,2,1,45,1
22,2,410439,9,9,1,4,2,1,55,0
28,2,92262,9,9,5,0,1,1,40,0
56,4,183081,13,10,5,4,1,1,45,0
22,2,362589,8,12,6,4,2,0,15,0
57,2,212448,15,13,2,11,2,0,45,1
39,2,481060,9,9,2,4,5,0,40,0
26,3,185885,13,10,6,12,5,0,15,0
17,2,89821,14,7,6,5,0,1,10,0
40,1,184018,3,11,5,6,1,1,38,1
45,2,256649,9,9,5,6,1,1,40,0
44,2,160323,9,9,6,0,2,1,40,0
20,0,350845,13,10,6,12,0,0,10,0
33,2,267404,9,9,5,0,4,0,40,0
23,2,35633,13,10,6,4,2,1,40,0
46,4,80914,0,14,2,11,2,1,30,0
38,2,172927,9,9,5,4,1,1,50,0
54,2,174319,9,9,2,1,2,1,40,0
46,2,214955,1,3,2,0,2,0,45,0
25,2,344991,13,10,5,0,1,1,40,0
46,2,108699,13,10,2,4,2,0,40,0
36,0,117312,13,10,5,1,4,0,40,0
23,2,396099,9,9,6,5,2,0,25,0
29,2,134152,9,9,0,6,2,1,40,0
44,2,162028,13,10,5,12,4,0,6,1
19,2,25429,13,10,6,12,0,0,16,0
19,2,232392,9,9,6,5,3,0,40,0
35,2,220098,9,9,5,5,4,0,40,1
27,2,301302,15,13,6,0,2,1,50,0
46,4,277946,8,12,0,0,2,1,40,0
34,2,196164,9,9,6,5,2,0,35,0
44,2,115562,13,10,5,13,1,1,40,0
45,2,96975,13,10,2,9,5,0,40,0
25,2,86872,15,13,5,11,1,1,55,1
52,6,132178,15,13,5,11,1,1,50,1
20,2,416103,13,10,6,9,0,1,40,0
28,2,108574,13,10,6,5,2,0,40,0
50,1,288353,15,13,5,10,1,1,40,1
34,2,227689,3,11,2,13,2,0,64,0
28,2,166481,11,4,5,9,1,1,40,0
41,2,445382,0,14,5,11,1,1,65,1
28,2,110145,9,9,5,12,1,1,40,0
46,4,317253,9,9,5,0,1,1,25,0
32,2,364657,13,10,5,11,1,1,50,0
41,0,42346,13,10,2,5,2,0,24,0
24,2,241951,9,9,6,9,5,0,40,0
33,2,118500,13,10,2,11,5,0,40,0
46,2,188386,6,16,5,11,1,1,60,1
31,1,1033222,13,10,5,6,1,1,40,0
35,2,92440,2,8,2,0,2,1,50,1
52,2,190762,5,2,5,6,1,1,40,0
30,2,426017,14,7,6,5,0,0,19,0
34,0,243867,14,7,0,6,2,1,40,0
34,1,240283,9,9,2,1,5,0,40,0
20,2,61777,13,10,5,4,1,1,30,0
17,2,175024,14,7,6,9,0,1,18,0
32,1,92003,15,13,5,11,4,0,40,1
29,2,188401,9,9,2,8,2,1,40,0
33,2,228528,4,6,6,0,5,0,35,0
25,2,133373,9,9,5,1,1,1,60,0
36,3,255191,0,14,6,7,2,1,40,0
23,2,204653,9,9,6,9,2,1,72,0
63,6,222289,9,9,5,11,1,1,40,1
47,0,287480,0,14,5,7,1,1,40,0
40,4,204116,15,13,1,7,2,0,40,0
30,2,29662,8,12,5,5,4,0,25,1
27,2,116358,13,10,6,0,0,1,40,0
33,2,208405,0,14,5,7,1,1,50,1
34,0,284843,9,9,6,8,2,1,60,0
34,0,117018,13,10,6,10,2,0,40,0
23,2,81281,13,10,5,12,1,1,40,0
42,0,340148,13,10,5,12,4,0,40,0
29,2,363425,15,13,6,7,2,1,40,0
45,2,45857,9,9,2,12,2,0,28,0
24,3,191073,9,9,6,2,0,1,40,0
44,2,116632,13,10,5,7,1,1,40,1
27,2,405855,10,5,6,0,3,1,40,0
20,2,298227,13,10,6,4,2,1,35,0
44,2,290521,9,9,4,11,5,0,40,0
51,2,56915,9,9,5,0,1,1,40,0
20,2,146538,9,9,5,6,1,1,40,0
19,2,206399,9,9,6,6,0,0,40,0
45,6,197332,13,10,5,0,1,1,55,1
60,2,245062,9,9,5,0,1,1,40,1
44,4,234885,9,9,5,4,4,0,40,1
40,2,72887,3,11,5,6,1,1,40,1
30,2,180374,9,9,5,11,4,0,40,0
38,2,351299,13,10,5,1,1,1,50,0
23,2,54012,9,9,5,1,1,1,60,0
44,2,116632,8,12,6,8,0,1,40,0
54,0,288825,9,9,5,1,1,1,40,0
32,2,132601,15,13,5,7,1,1,50,0
50,2,193374,5,2,1,0,5,1,40,0
24,2,170070,15,13,6,13,2,0,20,0
37,2,126708,9,9,5,12,4,0,60,0
52,2,35598,9,9,2,1,5,1,40,0
38,2,33983,13,10,5,1,1,1,40,0
49,2,192776,0,14,5,11,1,1,45,1
30,2,118551,15,13,5,13,4,0,16,1
60,2,201965,13,10,6,7,5,1,40,1
35,2,285020,9,9,6,0,2,1,40,0
30,2,303990,9,9,6,1,2,1,60,0
67,2,49401,3,11,2,5,2,0,24,0
46,2,279196,15,13,6,0,2,0,40,0
17,2,211870,10,5,6,5,2,1,6,0
22,2,281432,13,10,6,9,0,1,30,0
27,2,161155,4,6,6,5,2,1,40,0
23,2,197904,9,9,6,5,5,0,35,0
33,2,111746,8,12,5,0,1,1,45,0
43,4,170721,13,10,5,0,1,1,20,0
28,1,70100,15,13,6,7,2,1,20,0
41,2,193626,9,9,1,0,5,0,40,0
25,2,189775,13,10,1,12,0,0,20,0
59,0,286967,9,9,5,1,1,1,45,0
45,0,164427,15,13,2,7,5,0,40,0
38,2,91039,15,13,5,4,1,1,60,1
40,2,347934,9,9,6,5,2,0,35,0
46,3,371373,9,9,2,12,2,1,40,0
35,2,32220,8,12,6,11,2,0,60,0
34,2,187251,9,9,2,7,5,0,25,0
33,2,178107,15,13,6,0,0,1,20,0
41,2,343121,9,9,2,12,5,0,36,0
20,2,262749,13,10,6,6,0,1,40,0
23,2,403107,1,3,6,5,0,1,40,0
26,2,64293,13,10,6,7,2,0,35,0
23,0,324960,9,9,6,8,2,1,40,0
62,0,114060,9,9,5,1,1,1,40,0
52,2,48925,13,10,5,12,1,1,40,0
58,2,180980,13,10,2,5,5,0,42,0
25,2,181054,15,13,6,4,2,0,40,0
24,2,388093,15,13,6,11,2,1,40,0
19,2,249609,13,10,6,10,0,1,8,0
43,2,112131,13,10,5,11,1,1,40,0
47,0,543162,9,9,0,12,5,0,40,0
39,2,91996,9,9,2,5,5,0,40,0
49,2,141944,3,11,1,9,5,1,42,0
32,2,37070,3,11,6,0,2,1,45,0
34,2,337587,13,10,5,7,1,1,50,1
28,2,189346,9,9,2,0,2,1,45,0
25,2,267044,13,10,6,12,2,0,20,0
34,2,108116,15,13,5,7,1,1,50,1
38,6,99146,15,13,5,11,1,1,80,1
50,2,196232,9,9,5,11,1,1,50,1
24,0,248344,13,10,2,9,2,1,50,0
37,0,186035,13,10,5,13,1,1,45,1
44,2,177905,13,10,2,6,5,1,58,1
28,2,85812,13,10,5,4,4,0,40,0
42,2,221172,15,13,5,11,1,1,40,1
74,2,99183,13,10,2,12,2,0,9,0
38,4,190387,9,9,5,0,1,1,50,0
44,4,202692,0,14,5,7,1,1,40,0
44,2,109339,14,7,2,6,5,0,46,0
26,2,108658,9,9,6,6,2,1,40,0
36,2,197202,9,9,5,5,1,1,40,0
41,2,101739,8,12,5,11,4,0,50,1
67,2,231559,12,15,5,7,1,1,48,1
39,0,207853,2,8,5,13,1,1,50,0
57,2,190942,5,2,4,3,2,0,30,0
29,2,102345,3,11,0,0,2,1,40,0
31,6,41493,15,13,6,8,2,0,45,0
44,2,210525,13,10,5,1,1,1,40,0
29,2,133937,6,16,6,7,0,1,40,0
30,2,237903,13,10,6,9,5,0,40,0
27,2,163862,9,9,6,1,2,1,40,0
27,2,201872,13,10,5,4,1,1,50,0
32,2,84179,9,9,6,9,2,0,45,0
58,2,51662,4,6,5,5,4,0,8,0
35,0,233327,13,10,5,10,1,1,40,0
21,2,259510,9,9,6,9,0,1,36,0
28,2,184831,13,10,6,0,5,1,40,0
46,4,245724,13,10,2,11,2,1,50,0
36,4,27053,9,9,0,5,5,0,40,0
72,2,205343,14,7,4,12,5,0,40,0
35,2,229328,9,9,5,6,4,0,40,0
33,3,319560,3,11,2,0,5,0,40,1
69,2,136218,14,7,6,6,2,0,40,0
35,2,54576,9,9,5,6,1,1,40,0
34,2,148291,9,9,5,13,4,0,32,0
30,2,152453,14,7,5,5,1,1,40,0
28,2,114053,15,13,6,1,2,1,55,0
54,2,212960,15,13,5,4,1,1,35,1
47,2,264052,13,10,5,7,1,1,50,1
24,2,82804,9,9,6,9,5,0,40,0
52,4,334273,15,13,5,7,1,1,60,1
20,2,27337,9,9,6,9,0,1,48,0
43,6,188436,0,14,5,11,1,1,45,0
45,2,433665,11,4,0,5,5,0,40,0
29,4,110663,9,9,0,0,2,1,35,0
47,2,87490,0,14,2,11,5,1,42,0
24,2,354351,9,9,6,0,0,1,40,0
51,2,95469,9,9,5,7,1,1,40,0
17,2,242718,14,7,6,4,0,1,12,0
37,2,22463,3,11,5,0,1,1,40,1
27,2,158156,6,16,6,7,2,0,70,0
29,2,350162,15,13,5,11,4,1,40,1
36,4,28738,8,12,2,4,5,0,35,0
58,0,283635,15,13,6,7,2,0,40,0
26,4,86646,13,10,5,0,1,1,45,0
57,2,69884,9,9,5,4,1,1,40,1
59,2,199713,9,9,5,0,1,1,40,0
27,2,181659,9,9,5,6,1,1,40,0
31,4,340939,15,13,6,13,2,1,40,0
21,2,197747,13,10,6,4,0,0,24,0
29,2,34292,13,10,6,12,2,1,60,0
18,2,156764,14,7,6,5,0,1,40,0
52,2,25826,4,6,5,0,1,1,47,1
57,6,103948,15,13,2,7,2,1,80,0
60,2,39352,11,4,6,1,2,1,48,1
31,2,168387,15,13,5,7,1,1,40,1
23,2,117789,15,13,6,12,0,0,40,0
27,2,267147,9,9,6,4,0,1,40,0
42,4,214242,12,15,5,7,1,1,50,1
25,2,200408,13,10,6,13,2,1,40,0
49,2,136455,15,13,6,7,2,0,45,0
32,2,239824,15,13,6,13,2,1,40,0
19,2,217039,13,10,6,12,0,1,28,0
60,2,51290,11,4,2,5,2,0,40,0
42,0,175674,10,5,5,5,1,1,40,0
35,4,194404,8,12,6,8,2,1,40,0
48,2,45612,9,9,6,12,5,0,37,0
51,2,410114,0,14,5,0,1,1,40,1
29,2,182521,9,9,6,0,2,1,40,0
36,0,339772,9,9,0,11,2,1,40,0
17,2,169658,4,6,6,5,0,0,21,0
52,2,200853,0,14,2,7,2,0,60,0
24,2,247564,9,9,6,0,2,1,40,0
24,2,249909,9,9,5,9,1,1,50,0
26,0,208122,15,13,6,7,0,1,40,0
27,2,109881,15,13,6,5,0,0,20,0
39,2,207824,9,9,6,9,0,1,60,0
30,2,369027,9,9,5,1,1,1,45,0
50,4,114117,9,9,5,11,1,1,32,0
52,6,51048,15,13,5,4,1,1,55,0
46,2,102388,12,15,5,7,1,1,45,1
23,2,190483,15,13,6,4,0,0,20,0
45,2,462440,14,7,4,5,2,0,20,0
65,2,109351,10,5,4,3,5,0,24,0
29,2,34383,3,11,5,1,1,1,55,0
47,2,241832,10,5,1,9,5,1,40,0
30,2,124187,9,9,6,8,0,1,60,0
34,2,153614,9,9,5,4,1,1,45,1
38,4,267556,9,9,5,4,1,1,64,0
33,2,205469,13,10,5,11,1,1,40,1
49,2,268090,15,13,5,4,1,1,26,1
47,4,165039,13,10,6,5,5,0,40,0
49,0,120451,4,6,0,5,5,0,40,0
43,2,154374,13,10,5,0,1,1,60,1
30,2,103649,15,13,5,12,4,0,40,1
58,4,35723,9,9,5,0,1,1,60,0
19,2,262601,9,9,6,5,0,0,14,0
21,2,226181,15,13,6,9,2,1,40,0
33,2,175697,15,13,5,11,1,1,60,1
47,6,248145,1,3,5,1,1,1,50,0
52,4,289436,6,16,5,7,1,1,60,1
26,2,75654,9,9,2,0,2,1,55,0
60,2,199378,9,9,5,0,1,1,40,0
21,2,160968,13,10,6,9,0,1,40,0
36,2,188563,13,10,5,4,1,1,50,1
31,2,55849,13,10,5,0,1,1,45,0
50,6,195322,6,16,0,7,2,1,40,1
31,0,402089,9,9,2,12,5,0,40,0
71,2,78277,9,9,5,0,1,1,15,0
30,1,169496,15,13,5,13,1,1,40,1
20,2,130959,13,10,6,5,0,1,20,0
24,2,556660,9,9,6,11,3,1,50,0
35,2,292472,6,16,5,7,1,1,40,1
38,1,143774,13,10,0,11,2,0,45,0
27,2,288341,9,9,6,6,0,0,32,0
29,1,71592,13,10,6,12,5,0,40,0
34,2,106742,9,9,5,0,1,1,45,0
44,2,219288,11,4,5,0,1,1,35,0
43,2,174524,9,9,5,6,1,1,40,1
